QID;Type;QID Text;Randomized;Warning;Filtered;Needs adaptation;VID;Type;VID Text;EU;B;C;ES;IT;L;N;P;SL;SW;Responses;Responses EU;Responses B;Responses C;Responses ES;Responses IT;Responses L;Responses N;Responses P;Responses SL;Responses SW
QID61;Core;Just as your organization, these European / international organizations or networks need support and resources. How do you support these organizations? Please tick all boxes that apply.;0;0;1;n;q61_31;Core;You pay a membership fee (for organization 3);;Included;;;Included;Included;Included;Included;Included;Included;"0: No; 1: Yes";;;;;;;;;;
QID61;Core;Just as your organization, these European / international organizations or networks need support and resources. How do you support these organizations? Please tick all boxes that apply.;0;0;1;n;q61_32;Core;You provide policy information and expertise (for organization 3);;Included;;;Included;Included;Included;Included;Included;Included;"0: No; 1: Yes";;;;;;;;;;
QID61;Core;Just as your organization, these European / international organizations or networks need support and resources. How do you support these organizations? Please tick all boxes that apply.;0;0;1;n;q61_33;Core;You help them to access policy makers at the national level (for organization 3);;Included;;;Included;Included;Included;Included;Included;Included;"0: No; 1: Yes";;;;;;;;;;
QID62;Core;How would you rate your influence in the decision-making and activities of these organizations?;0;0;1;n;q62_01;Core;Organization 1;;Included;;;Included;Included;Included;Included;Included;Included;"1: Not at all influential; 2: Not very influential; 3: Somewhat influential; 4: Very influential";;;;;;;;;;
QID62;Core;How would you rate your influence in the decision-making and activities of these organizations?;0;0;1;n;q62_02;Core;Organization 2;;Included;;;;Included;Included;Included;Included;Included;"1: Not at all influential; 2: Not very influential; 3: Somewhat influential; 4: Very influential";;;;;;;;;;
QID62;Core;How would you rate your influence in the decision-making and activities of these organizations?;0;0;1;n;q62_03;Core;Organization 3;;Included;;;;Included;Included;Included;Included;Included;"1: Not at all influential; 2: Not very influential; 3: Somewhat influential; 4: Very influential";;;;;;;;;;
QID63;Core;In general, how beneficial have these organizations been in performing the following tasks and functions?;1;0;1;n;q63_01;Core;They inform you about key European and international political developments;;Included;;;Included;Included;Included;Included;Included;Included;"1: Very beneficial; 2: Somehwat beneficial; 3: Hardly beneficial; 4: Not applicable";;;;;;;;"1: Very beneficial ; 2: Somehwat beneficial; 3: Hardly beneficial";;
QID63;Core;In general, how beneficial have these organizations been in performing the following tasks and functions?;1;0;1;n;q63_02;Core;They help you (or your members) with providing specific facilities such as judicial advice and access to government agencies or consultancies.;;Included;;;Included;Included;Included;Included;Included;;"1: Very beneficial; 2: Somehwat beneficial; 3: Hardly beneficial; 4: Not applicable";;;;;;;;;;
QID63;Core;In general, how beneficial have these organizations been in performing the following tasks and functions?;1;0;1;n;q63_03;Core;They provide your organization with expertise and information .;;Included;;;Included;Included;Included;Included;Included;Included;"1: Very beneficial; 2: Somehwat beneficial; 3: Hardly beneficial; 4: Not applicable";;;;;;;;;;
QID63;Core;In general, how beneficial have these organizations been in performing the following tasks and functions?;1;0;1;n;q63_04;Core;They represent your interests towards Euro-level and international institutions .;;Included;;;Included;Included;Included;Included;Included;Included;"1: Very beneficial; 2: Somehwat beneficial; 3: Hardly beneficial; 4: Not applicable";;;;;;;;;;
QID63;Core;In general, how beneficial have these organizations been in performing the following tasks and functions?;1;0;1;n;q63_05;Core;The bring you in touch with other like-minded interests outside [Country].;;Included;;;Included;Included;Included;Included;Included;Included;"1: Very beneficial; 2: Somehwat beneficial; 3: Hardly beneficial; 4: Not applicable";;;;;;;;;;
QID64;Core;Did the issues at stake in these proceedings concern the relationship between [country] and international/European law?;0;0;1;n;q64;Core;Did the issues at stake in these proceedings concern the relationship between [country] and international/European law?;;Included;;;Included;Included;Included;Included;Included;Included;"1: Yes; 2: No; 3: Do not know";;;;;"0: No; 1: Yes";;;;;
QID66;Core;If the proceedings have already led to rulings how well would you say that these rulings satisfy the goals of your organization?;0;0;1;n;q66;Core;If the proceedings have already led to rulings how well would you say that these rulings satisfy the goals of your organization?;;Included;;;Included;Included;Included;Included;Included;Included;"1: Not well at all; 2: Not very well; 3: Neither; 4: Somewhat well; 5: Very well";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_01;Core;Competition from other organizations;;Included;;;Included;Included;Included;Included;Included;Included;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_02;Core;Aging of constituency;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_03;Core;Legal uncertainties within your areas of interests;;Included;;;Included;Included;Included;Included;Included;Included;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_04;Core;Changing of public opinion about the issues important to your organization;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_05;Core;Individualization;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_06;Core;Changes in media technology (e.g. new social media platforms, ICT);;Included;;;Included;Included;Included;Included;Included;Included;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_07;Core;Growing cultural diversity;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_08;Core;Other ways of spending free time;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_09;Core;Decreased subsidies and Public funding;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_10;Core;Europeanization/globalization;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID69;Core;How important are the following challenges for the maintenance of your organization?;1;1;0;y;q69_11;Core;Other forms of political participation;;Included;;;Included;Included;Included;Included;Included;;"1: Not at all important; 2: Not very important; 3: Neither important nor unimportant; 4: Important; 5: Very important";;;;;;;;;;
QID70;Core;Sometimes, the very existence of an organisation is challenged, by internal and/or external forces. Within the next five years, would you estimate that your organisation will face a serious challenge to its existence? ;0;0;0;;q70;Core;Within the next five years, would you estimate that your organisation will face a serious challenge to its existence?;;Included;;;Included;Included;Included;Included;Included;;"1: Highly unlikely; 2: Unlikely; 3: Neither unlikely or likely; 4: Likely; 5: Highly likely; 6: Don't know";;;;;;;;;;
QID71;Core;Were these processes initiated in a national or an international/European court?;0;0;1;;q71;Core;Were these processes initiated in a national or an international/European court?;;Included;;;Included;Included;Included;Included;Included;;"1: National court; 2: International/European court; 3: Both has occurred; 4: Don't know";;;;;"1: National court; 2: International/European court; 3: Both has occurred";;;"5: Don't know; 6: Others, please explain";;
QID71;Core;Were these processes initiated in a national or an international/European court?;0;0;1;;q71_02;Core;Other (please specify);;;;;;;;Included;;;String;;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74;Core;Wordt u binnen uw organisatie terwerkgesteld?;;Included;;;;Included;;Included;Included;;"1: Yes, i am full-time employed for this organization; 2: Yes, I am part-time employed for this organization; 3: No I do not work for this organization";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_01;Core;Campaigning (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_02;Core;Advocacy/lobbying (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_03;Core;General administration (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_04;Core;Strategic Management (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_05;Core;Organizational Leadership (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_06;Core;Membership services (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_07;Core;Recruitment of members/supporters (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_08;Core;Marketing (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_09;Core;Research (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID74;Core;Are you employed in this  organization?;0;0;0;;q74_10;Core;Other (How involved are you in these areas? );Included;;;;;;;;;;"1: Somewhat involved in; 2: Very involved in";;;;;;;;;;
QID72;Country-Specific;Which national court did you invoke?;0;0;1;;q72;Core;Which national court did you invoke?;;Included;;;;;;;;;"1: Constitutional Court; 2: Administrative Court; 3: Other Courts";;;;;;;;;;
QID105;Country-Specific;"END; any comments?";0;0;0;;q015;Core;Do you have any questions or remarks?;;Included;;;;;;Included;;;String;;;;;;;;;;
